movie,metascore,rating,runtime,genre1,release_date,release_year,rat_avg,rat_count,rat_poscount,rat_mixcount,rat_negcount,prodbudget,adbudget,franchise,source,domgross,intlgross,distributor
The Lost City,47,R,144,Drama,28apr2006,2006,8.300000000000001,48,40,3,5,9600000,,,Original Screenplay,2484186,1902050,Magnolia Pictures
Stick It,53,PG-13,103,Drama,28apr2006,2006,7.3,33,24,1,8,20000000,,,Original Screenplay,26910736,5066112,Walt Disney Pictures
Akeelah and the Bee,72,PG,112,Drama,28apr2006,2006,8.199999999999999,63,57,2,4,8000000,,,Original Screenplay,18848430,99995,Lionsgate
Art School Confidential,54,R,102,Drama,05may2006,2006,6.4,31,20,6,5,,,,Original Screenplay,3297137,9492,Sony Pictures Classics
Hoot,46,PG,91,Adventure,05may2006,2006,7.4,18,14,2,2,15000000,,,Based on Book/Short Story,8117637,107361,New Line
Crazy Like a Fox,49,PG-13,98,Drama,05may2006,2006,,0,0,0,0,,,,Original Screenplay,9376,,Sky Island
One Last Thing...,44,R,96,Drama,05may2006,2006,8,4,4,0,0,,,,Original Screenplay,13334,,Magnolia Pictures
An American Haunting,38,Unrated,83,Mystery,05may2006,2006,2.7,28,6,0,22,14000000,,,Based on Book/Short Story,16298046,13314091,Freestyle Releasing
Down in the Valley,65,R,114,Drama,05may2006,2006,6.5,21,13,2,6,,,,Original Screenplay,568932,283940,ThinkFilm
Sketches of Frank Gehry,71,PG-13,83,Biography,12may2006,2006,7.8,4,4,0,0,,,,Based on Real Life Events,439309,395698,Sony Pictures Classics
Giuliani Time,61,,130,Documentary,12may2006,2006,8.800000000000001,0,0,0,0,,,,Based on Real Life Events,21967,,Cinema Libre
Just My Luck,29,PG-13,103,Fantasy,12may2006,2006,6.3,19,11,3,5,28000000,,,Original Screenplay,17326650,20833255,20th Century Fox
Keeping Up with the Steins,57,PG-13,90,Comedy,12may2006,2006,5.3,11,6,1,4,5000000,,,Original Screenplay,4339241,70132,Miramax
Poseidon,50,PG-13,98,Action,12may2006,2006,5.9,81,47,7,27,160000000,,,Remake,60674817,121000000,Warner Bros.
See No Evil,17,R,84,Action,19may2006,2006,6.3,83,52,2,29,8000000,,,Original Screenplay,15032800,3531667,Lionsgate
Over the Hedge,67,PG,83,Adventure,19may2006,2006,8.300000000000001,83,77,4,2,,,,Based on Comic/Graphic Novel,155019340,180983656,Paramount Pictures
Twelve and Holding,65,R,94,Drama,19may2006,2006,8.300000000000001,10,9,0,1,,,,Original Screenplay,96464,22731,IFC Films
The King,58,R,105,Drama,19may2006,2006,7.3,12,11,1,0,,,,Original Screenplay,282183,458027,ThinkFilm
An Inconvenient Truth,75,PG,100,Documentary,24may2006,2006,8.300000000000001,200,170,6,24,,,,Based on Real Life Events,24146161,25610346,Paramount Vantage
Cavite,64,Not Rated,80,Thriller,26may2006,2006,7.7,9,8,0,1,7000,,,Original Screenplay,70071,1573,Truly Indie
Coastlines,56,R,110,Drama,31may2006,2006,,0,0,0,0,,,,Original Screenplay,7883,,IFC First Take
The Break-Up,45,PG-13,106,Drama,02jun2006,2006,6,105,65,13,27,52000000,,,Original Screenplay,118703275,86296411,Universal
The Omen,43,R,110,Thriller,06jun2006,2006,5.6,67,35,13,19,25000000,,,Remake,54607383,64889140,20th Century Fox
Psychopathia Sexualis,40,R,102,Drama,08jun2006,2006,4.4,11,4,1,6,,,,Based on Book/Short Story,4012,,Kino International
The Heart of the Game,74,PG-13,97,Documentary,09jun2006,2006,7.8,6,6,0,0,,,,Based on Real Life Events,445374,1072,Miramax
Slow Jam King,45,,109,Comedy,09jun2006,2006,,0,0,0,0,,,,Original Screenplay,4270,,Unico Entertainment
A Prairie Home Companion,75,PG-13,105,Drama,09jun2006,2006,6.3,101,64,7,30,,10000000,,Original Screenplay,20342852,5635590,Picturehouse
Wordplay,73,PG,94,Documentary,16jun2006,2006,6.9,14,11,1,2,500000,,,Based on Real Life Events,3121270,56366,IFC Films
Loverboy,45,R,84,Drama,16jun2006,2006,,3,1,1,1,,,,Based on Book/Short Story,33223,20234,ThinkFilm
The Lake House,52,PG,99,Drama,16jun2006,2006,7.8,210,163,8,39,40000000,,,Remake,52330111,62500000,Warner Bros.
Land of the Blind,32,R,101,Drama,16jun2006,2006,5.8,4,2,0,2,,,,Original Screenplay,5244,9936,Bauer Martinez
The Mostly Unfabulous Social Life of Ethan Green,38,R,88,Comedy,16jun2006,2006,6.9,10,8,0,2,,,,Based on Comic/Graphic Novel,153122,,Regent Releasing
Nacho Libre,52,PG,92,Comedy,16jun2006,2006,6.6,131,91,9,31,32000000,,,Original Screenplay,80197993,19057467,Paramount Pictures
Leonard Cohen: I'm Your Man,68,PG-13,105,Biography,21jun2006,2006,6.6,9,5,1,3,,,,Based on Real Life Events,1044254,354170,Lionsgate
Wassup Rockers,56,TV-MA,111,Drama,23jun2006,2006,7.6,5,5,0,0,,,,Original Screenplay,221574,412500,First Look
Click,45,PG-13,107,Drama,23jun2006,2006,6.8,153,106,13,34,82500000,,,Original Screenplay,137355633,100325666,Sony Pictures
Waist Deep,37,R,97,Action,23jun2006,2006,7.8,13,11,0,2,,,,Original Screenplay,21344312,8991,Focus/Rogue Pictures
Say Uncle,31,R,91,Drama,23jun2006,2006,,2,1,0,1,2000000,,,Original Screenplay,5361,,TLA Releasing
The Great New Wonderful,57,R,87,Drama,23jun2006,2006,6.4,5,4,0,1,,,,Original Screenplay,150142,21913,First Independent Pictures
Strangers with Candy,57,R,97,Comedy,28jun2006,2006,6.6,27,17,2,8,2000000,1500000,,Based on TV,2072645,181479,ThinkFilm
Rank,63,,90,Documentary,28jun2006,2006,,0,0,0,0,,,,Based on Real Life Events,2485,,IFC Films
Who Killed the Electric Car?,70,PG,92,Documentary,28jun2006,2006,8.800000000000001,58,54,0,4,,,,Based on Real Life Events,1678874,85430,Sony Pictures Classics
The Motel,70,,75,Drama,28jun2006,2006,6.9,17,12,3,2,,,,Based on Book/Short Story,51540,,Palm Pictures
The Devil Wears Prada,62,PG-13,109,Drama,30jun2006,2006,7.4,135,111,15,9,35000000,,,Based on Book/Short Story,124740460,201810634,20th Century Fox
The Blood of My Brother,63,,84,War,30jun2006,2006,,0,0,0,0,120000,,,Based on Real Life Events,0,,Lifesize Entertainment
A Scanner Darkly,73,R,100,Sci-Fi,07jul2006,2006,7.2,101,77,8,16,20000000,,,Based on Book/Short Story,5501616,2158302,Warner Independent
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,67,PG-13,97,Documentary,07jul2006,2006,6.3,4,3,0,1,1000000,,,Based on Real Life Events,144601,68179,Miramax
Kill Your Idols,52,,75,Documentary,07jul2006,2006,7.9,0,0,0,0,,,,Based on Real Life Events,7753,,Palm Pictures
Edmond,61,R,82,Drama,14jul2006,2006,4.7,23,12,2,9,10000000,,,Based on Play,131719,111805,First Independent Pictures
Mini's First Time,45,R,91,Drama,14jul2006,2006,7.9,10,9,1,0,,,,Original Screenplay,49034,53642,First Independent Pictures
The Oh in Ohio,48,Unrated,88,Drama,14jul2006,2006,7.7,10,8,2,0,,,,Original Screenplay,418689,229494,Cyan
"You, Me and Dupree",46,PG-13,108,Comedy,14jul2006,2006,5.5,46,26,5,15,54000000,,,Original Screenplay,75628110,54803258,Universal
The Groomsmen,57,R,98,Drama,14jul2006,2006,7.3,4,3,1,0,,,,Original Screenplay,128911,690059,Bauer Martinez
Little Man,26,PG-13,98,Comedy,14jul2006,2006,4.7,61,28,3,30,64000000,,,Original Screenplay,58645052,42950069,Sony Pictures
Mad Cowgirl,51,,89,Drama,19jul2006,2006,6.2,0,0,0,0,,,,Original Screenplay,0,,Epoch/Pathfinder
Been Rich All My Life,67,,81,Documentary,21jul2006,2006,,3,3,0,0,,,,Based on Real Life Events,36406,,First Run Features
My Super Ex-Girlfriend,50,PG-13,95,Sci-Fi,21jul2006,2006,4.9,43,18,9,16,,,,Original Screenplay,22530295,38454311,20th Century Fox
Shadowboxer,33,R,93,Drama,21jul2006,2006,6.3,20,13,0,7,,,,Original Screenplay,370627,149175,Freestyle Releasing
Monster House,68,PG,91,Mystery,21jul2006,2006,7.4,54,46,5,3,75000000,,,Original Screenplay,73661010,66513996,Sony Pictures
Lady in the Water,36,PG-13,110,Mystery,21jul2006,2006,6.9,338,230,23,85,75000000,,,Original Screenplay,42285169,30500000,Warner Bros.
Little Miss Sunshine,80,R,101,Adventure,26jul2006,2006,7.5,389,308,13,68,8000000,,,Original Screenplay,59891098,40632083,Fox Searchlight
The Ant Bully,59,PG,88,Adventure,28jul2006,2006,5.5,27,15,6,6,45000000,,,Based on Book/Short Story,28142535,27038594,Warner Bros.
America: Freedom to Fascism,43,,95,Documentary,28jul2006,2006,8.699999999999999,34,30,0,4,,,,Based on Real Life Events,87400,,Cinema Libre
Miami Vice,65,R,134,Action,28jul2006,2006,5.5,237,129,17,91,135000000,,,Based on TV,63450470,100344039,Universal
John Tucker Must Die,41,PG-13,89,Comedy,28jul2006,2006,6.5,39,27,3,9,,,,Original Screenplay,41011711,27812815,20th Century Fox
Scoop,48,PG-13,96,Mystery,28jul2006,2006,6.8,61,48,1,12,4000000,,,Original Screenplay,10525717,28689925,Focus/Rogue Pictures
The Night Listener,51,R,82,Mystery,04aug2006,2006,4.5,23,10,5,8,4000000,,,Based on Real Life Events,7836393,2803293,Miramax
"My Country, My Country",74,Not Rated,90,Documentary,04aug2006,2006,,3,3,0,0,,,,Based on Real Life Events,33620,,Zeitgeist
Barnyard,42,PG,90,Comedy,04aug2006,2006,4.7,43,20,6,17,51000000,,,Original Screenplay,72637803,43839084,Paramount Pictures
Talladega Nights: The Ballad of Ricky Bobby,66,PG-13,108,Action,04aug2006,2006,6.2,211,135,24,52,73000000,,,Original Screenplay,148213377,14752800,Sony Pictures
World Trade Center,66,PG-13,129,Drama,09aug2006,2006,5.2,120,58,13,49,65000000,,,Based on Real Life Events,70278893,92691347,Paramount Pictures
Poster Boy,36,R,98,Drama,11aug2006,2006,2.8,5,1,1,3,,,,Original Screenplay,62062,,Regent Releasing
Half Nelson,85,R,107,Drama,11aug2006,2006,7.6,136,108,9,19,,,,Original Screenplay,2697938,1962543,ThinkFilm
Conversations with Other Women,62,R,84,Drama,11aug2006,2006,8,17,16,0,1,450000,,,Original Screenplay,379418,594107,Fabrication Films
10th & Wolf,36,R,107,Drama,18aug2006,2006,6,4,2,2,0,8000000,,,Based on Real Life Events,54702,88749,ThinkFilm
Accepted,47,PG-13,90,Comedy,18aug2006,2006,7.1,41,30,6,5,,,,Original Screenplay,36323505,2181504,Universal
The Illusionist,68,PG-13,110,Drama,18aug2006,2006,8,178,157,12,9,16500000,,,Based on Book/Short Story,39868642,48023746,Yari Film Group Releasing
Factotum,71,R,94,Drama,18aug2006,2006,6,17,9,4,4,,,,Based on Book/Short Story,808221,1899866,IFC Films
Snakes on a Plane,58,R,105,Action,18aug2006,2006,7.8,362,290,13,59,33000000,,,Original Screenplay,34020814,28001200,New Line
Material Girls,17,PG,97,Comedy,18aug2006,2006,4.2,33,13,0,20,,,,Original Screenplay,11449638,5458087,MGM
Trust the Man,43,R,103,Drama,18aug2006,2006,5.9,17,10,1,6,9000000,,,Original Screenplay,1530535,5822583,Fox Searchlight
How to Eat Fried Worms,56,PG,98,Comedy,25aug2006,2006,4.4,18,8,1,9,,,,Based on Book/Short Story,13040527,55787,New Line
The Quiet,29,R,96,Drama,25aug2006,2006,8.1,50,40,2,8,900000,,,Original Screenplay,381420,,Sony Pictures Classics
Idlewild,55,R,121,Drama,25aug2006,2006,7.1,27,21,2,4,15000000,,,Original Screenplay,12571185,71842,Universal
Beerfest,46,R,110,Comedy,25aug2006,2006,6.5,54,40,4,10,,,,Original Screenplay,19185184,1202413,Warner Bros.
Invincible,63,PG,105,Biography,25aug2006,2006,7.9,59,49,3,7,,,,Based on Real Life Events,57806952,673876,Walt Disney Pictures
Idiocracy,64,R,84,Adventure,01sep2006,2006,7.5,100,75,14,11,,,,Original Screenplay,444093,51210,20th Century Fox
This Film Is Not Yet Rated,75,TV-MA,97,Documentary,01sep2006,2006,7.5,19,17,1,1,,,,Based on Real Life Events,306845,32764,IFC Films
Looking for Kitty,43,R,95,Drama,01sep2006,2006,,0,0,0,0,,,,Original Screenplay,4480,,ThinkFilm
Mutual Appreciation,84,Unrated,110,Comedy,01sep2006,2006,6.4,26,18,0,8,30000,,,Original Screenplay,103509,17783,Goodbye Cruel Releasing
Crossover,30,PG-13,95,Action,01sep2006,2006,1,6,1,0,5,5600000,,,Original Screenplay,7009668,,Sony Pictures
Lassie,84,PG,100,Adventure,01sep2006,2006,8.4,10,8,1,1,,,,Remake,652163,5790691,IDP/Goldwyn/Roadside
The Wicker Man,36,Not Rated,102,Mystery,01sep2006,2006,3.2,66,14,9,43,,,,Remake,23649127,15105946,Warner Bros.
Saint of 9/11,67,,90,Documentary,06sep2006,2006,8.300000000000001,0,0,0,0,,,,Based on Real Life Events,7137,,IFC Films
SherryBaby,66,Not Rated,96,Drama,08sep2006,2006,7.9,19,17,1,1,2000000,,,Original Screenplay,199176,423630,IFC Films
Broken Bridges,32,PG-13,105,Drama,08sep2006,2006,9,28,25,0,3,,,,Original Screenplay,252539,,Paramount Vantage
Hollywoodland,62,R,126,Biography,08sep2006,2006,5.7,49,27,7,15,,,,Based on Real Life Events,14426251,2377502,Focus Features
The Covenant,19,PG-13,97,Action,08sep2006,2006,6.3,122,74,7,41,20000000,,,Based on Comic/Graphic Novel,23380495,14216976,Sony Pictures
Red Doors,60,R,90,Drama,08sep2006,2006,7.4,8,6,0,2,,,,Original Screenplay,97848,,Emerging Pictures
Iraq for Sale: The War Profiteers,68,,75,War,08sep2006,2006,7.2,10,6,1,3,775000,,,Based on Real Life Events,0,,
I Trust You to Kill Me,53,R,105,Documentary,08sep2006,2006,,3,2,1,0,,,,Based on Real Life Events,12854,,First Independent Pictures
Al Franken: God Spoke,49,,90,Documentary,13sep2006,2006,6.6,8,6,0,2,,,,Based on Real Life Events,102990,,Balcony Releasing
The Black Dahlia,49,R,121,Drama,15sep2006,2006,2.9,119,25,13,81,60000000,,,Based on Book/Short Story,22545080,26787612,Universal
Everyone's Hero,51,G,88,Adventure,15sep2006,2006,4,23,9,2,12,,,,Original Screenplay,14523101,2104087,20th Century Fox
Beer League,40,R,86,Comedy,15sep2006,2006,6.7,25,16,3,6,2800000,,,Original Screenplay,472185,,Freestyle Releasing
The U.S. vs. John Lennon,64,PG-13,99,Biography,15sep2006,2006,8.699999999999999,30,27,0,3,,,,Based on Real Life Events,1109146,298919,Lionsgate
The Last Kiss,57,R,104,Drama,15sep2006,2006,4.9,54,27,2,25,,,,Remake,11614790,4237611,Paramount Pictures
Haven,37,R,115,Drama,15sep2006,2006,6,7,5,0,2,,,,Original Screenplay,142483,54829,Yari Film Group Releasing
Gridiron Gang,52,PG-13,125,Drama,15sep2006,2006,7.7,31,25,3,3,30000000,,,Based on Real Life Events,38432823,3048028,Sony Pictures
The Ground Truth,74,R,72,War,15sep2006,2006,5.8,8,4,0,4,,,,Based on Real Life Events,20013,,Focus Features
Aurora Borealis,58,R,110,Drama,15sep2006,2006,5.8,4,2,1,1,,,,Original Screenplay,60729,,Regent Releasing
American Hardcore,69,R,100,Documentary,22sep2006,2006,8.1,17,16,1,0,,,,Based on Real Life Events,279665,96392,Sony Pictures Classics
Flyboys,47,PG-13,140,Action,22sep2006,2006,5.2,34,19,3,12,60000000,,,Based on Real Life Events,13090630,4744235,MGM
Jesus Camp,62,PG-13,87,Drama,22sep2006,2006,7.1,38,31,2,5,,,,Based on Real Life Events,902544,111052,Magnolia Pictures
All the King's Men,37,PG-13,128,Drama,22sep2006,2006,5,43,20,6,17,55000000,,,Based on Book/Short Story,7221458,2229439,Sony Pictures
Facing the Giants,38,PG,111,Drama,29sep2006,2006,4.4,78,36,0,42,100000,,,Original Screenplay,10178331,58727,IDP/Goldwyn/Roadside
A Guide to Recognizing Your Saints,67,R,100,Drama,29sep2006,2006,7.2,24,19,2,3,,,,Original Screenplay,517809,1517659,First Look
School for Scoundrels,44,Not Rated,100,Comedy,29sep2006,2006,5.3,24,10,4,10,20000000,,,Remake,17807569,6140116,MGM
The Guardian,53,PG-13,139,Action,29sep2006,2006,8,100,84,4,12,,,,Original Screenplay,55011732,39961808,Walt Disney Pictures
Wrestling with Angels: Playwright Tony Kushner,64,,98,Documentary,04oct2006,2006,,1,1,0,0,,,,Based on Real Life Events,24729,,Balcony Releasing
...So Goes the Nation,65,Not Rated,90,Documentary,04oct2006,2006,,3,3,0,0,,,,Based on Real Life Events,10337,,IFC Films
Employee of the Month,36,PG-13,103,Comedy,06oct2006,2006,4.9,49,23,3,23,10000000,20000000,,Original Screenplay,28444855,9924054,Lionsgate
The Departed,86,R,151,Mystery,06oct2006,2006,7.9,655,535,47,73,90000000,,,Remake,132384315,157463039,Warner Bros.
Little Children,75,R,130,Drama,06oct2006,2006,7.2,128,96,6,26,14000000,,,Based on Book/Short Story,5463019,9358639,New Line
So Much So Fast,79,,87,Documentary,11oct2006,2006,,0,0,0,0,,,,Based on Real Life Events,21525,,Balcony Releasing
Nearing Grace,62,R,105,Drama,13oct2006,2006,,1,1,0,0,,,,Based on Book/Short Story,0,,Whitewater Films
Deliver Us from Evil,86,Not Rated,101,Documentary,13oct2006,2006,8.5,21,19,0,2,,,,Based on Real Life Events,201275,125930,Lionsgate
Man of the Year,39,PG-13,115,Drama,13oct2006,2006,4.8,50,24,5,21,20000000,,,Original Screenplay,37327390,3910258,Universal
Infamous,68,R,110,Biography,13oct2006,2006,8.6,35,32,0,3,13000000,,,Based on Book/Short Story,1151330,1462387,Warner Independent
Sleeping Dogs Lie,63,R,87,Drama,20oct2006,2006,6.8,5,5,0,0,,,,Original Screenplay,15745,622882,IDP/Goldwyn/Roadside
Flags of Our Fathers,79,R,132,Action,20oct2006,2006,7.1,124,95,11,18,53000000,,,Based on Book/Short Story,33602376,32297873,Paramount Pictures
Conventioneers,60,,95,Comedy,20oct2006,2006,,0,0,0,0,,,,Original Screenplay,0,,Cinema Libre
Marie Antoinette,65,PG-13,123,Biography,20oct2006,2006,5.3,277,149,15,113,40000000,,,Based on Book/Short Story,15962471,44954718,Sony Pictures
Running with Scissors,52,R,116,Drama,20oct2006,2006,5.7,55,29,10,16,12000000,,,Based on Book/Short Story,7022827,437970,Sony Pictures
The Prestige,66,PG-13,130,Drama,20oct2006,2006,8.6,259,242,12,5,40000000,,,Based on Book/Short Story,53089891,56586420,Walt Disney Pictures
Shut Up & Sing,77,R,93,Biography,27oct2006,2006,7.8,36,29,1,6,,,,Based on Real Life Events,1215045,687167,Weinstein Co.
Babel,69,R,143,Drama,27oct2006,2006,5.6,525,283,54,188,20000000,,,Original Screenplay,34302837,101027345,Paramount Vantage
Absolute Wilson,69,Unrated,105,Documentary,27oct2006,2006,,0,0,0,0,,,,Based on Real Life Events,66217,32513,New Yorker
Catch a Fire,62,PG-13,101,Biography,27oct2006,2006,6.8,14,10,2,2,14000000,,,Based on Real Life Events,4299773,1410463,Focus Features
Conversations with God,35,PG,109,Adventure,27oct2006,2006,5,9,4,0,5,,,,Based on Book/Short Story,425045,596758,IDP/Goldwyn/Roadside
Cocaine Cowboys,59,R,118,Documentary,27oct2006,2006,8.300000000000001,7,7,0,0,,,,Based on Real Life Events,150056,10291,Magnolia Pictures
Romantico,68,,80,Documentary,01nov2006,2006,8.300000000000001,0,0,0,0,,,,Based on Real Life Events,29460,,Kino International
Unknown,44,Not Rated,85,Drama,03nov2006,2006,6.9,11,7,3,1,3700000,,,Original Screenplay,26403,3311825,IFC Films
Flushed Away,74,PG,85,Adventure,03nov2006,2006,7,46,34,8,4,149000000,30000000,,Original Screenplay,64665672,113454338,Paramount Pictures
Commune,74,,78,Documentary,03nov2006,2006,,0,0,0,0,,,,Based on Real Life Events,41715,,Five Points Media
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,89,R,84,Comedy,03nov2006,2006,7,780,552,45,183,18000000,,,Based on TV,128505958,133066786,20th Century Fox
Harsh Times,56,R,116,Drama,10nov2006,2006,6.6,23,17,1,5,2000000,,,Original Screenplay,3337931,2629107,MGM
A Good Year,47,PG-13,118,Drama,10nov2006,2006,6.6,47,34,8,5,35000000,,,Based on Book/Short Story,7459300,34604805,20th Century Fox
The Return,38,PG-13,85,Drama,10nov2006,2006,4.7,38,17,2,19,,,,Original Screenplay,7749851,4242163,Focus Features
Fuck,58,Unrated,93,Documentary,10nov2006,2006,8.800000000000001,4,4,0,0,,,,Based on Real Life Events,22359,3069,ThinkFilm
Copying Beethoven,59,PG-13,104,Drama,10nov2006,2006,7.2,19,14,1,4,11000000,,,Based on Real Life Events,384029,5807717,MGM
Come Early Morning,64,R,97,Drama,10nov2006,2006,8.6,7,6,1,0,6000000,,,Original Screenplay,119452,41956,IDP/Goldwyn/Roadside
Fur: An Imaginary Portrait of Diane Arbus,50,R,122,Biography,10nov2006,2006,4.7,29,15,1,13,16800000,,,Based on Book/Short Story,223202,2082639,Picturehouse
Flannel Pajamas,49,R,124,Romance,15nov2006,2006,6,9,5,0,4,,,,Original Screenplay,123301,,Gigantic Pictures
Fast Food Nation,64,R,116,Drama,17nov2006,2006,5.1,27,14,3,10,,,,Based on Book/Short Story,1005539,1203783,Fox Searchlight
For Your Consideration,68,PG-13,86,Comedy,17nov2006,2006,6,44,26,12,6,12000000,,,Original Screenplay,5549923,375714,Warner Independent
Let's Go to Prison,27,R,84,Comedy,17nov2006,2006,5.8,36,24,2,10,4000000,,,Original Screenplay,4630045,,Universal
Bobby,54,R,120,Drama,17nov2006,2006,6.1,82,53,4,25,14000000,,,Based on Real Life Events,11242801,9461790,MGM
Tenacious D in The Pick of Destiny,55,R,93,Adventure,22nov2006,2006,6.5,98,63,6,29,,,,Original Screenplay,8334575,5574187,New Line
The Fountain,51,R,96,Sci-Fi,22nov2006,2006,8,292,242,11,39,35000000,,,Original Screenplay,10144010,5834412,Warner Bros.
Deck the Halls,28,PG,93,Comedy,22nov2006,2006,5.8,22,12,2,8,,,,Original Screenplay,35093569,12137501,20th Century Fox
10 Items or Less,54,R,82,Drama,01dec2006,2006,5.6,17,10,2,5,,,,Original Screenplay,83291,1315931,ThinkFilm
Four Eyed Monsters,72,,85,Drama,01dec2006,2006,,0,0,0,0,,,,,3135,,Four Eyed Monsters
Two Weeks,44,R,102,Drama,01dec2006,2006,7,6,4,0,2,,,,Original Screenplay,47986,,MGM
Turistas,36,R,93,Adventure,01dec2006,2006,4.9,30,15,2,13,10000000,30000000,,Original Screenplay,7027762,7663225,20th Century Fox
The Architect,47,R,82,Drama,01dec2006,2006,,2,0,1,1,,,,Original Screenplay,13737,,Magnolia Pictures
The Nativity Story,52,PG,101,Drama,01dec2006,2006,7.6,36,29,1,6,35000000,,,Based on Book/Short Story,37629831,8802433,New Line
Inland Empire,72,R,180,Drama,06dec2006,2006,7.4,103,75,7,21,,,,Original Screenplay,861355,3176222,518 Media
The Holiday,52,PG-13,138,Comedy,08dec2006,2006,6.5,44,32,6,6,85000000,,,Original Screenplay,63224849,141910475,Sony Pictures
Off the Black,62,R,90,Drama,08dec2006,2006,8.6,5,5,0,0,,,,Original Screenplay,24425,,ThinkFilm
I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,59,Unrated,105,Biography,08dec2006,2006,,0,0,0,0,,,,Based on Real Life Events,29976,174191,Walking Shadows
Apocalypto,68,R,139,Action,08dec2006,2006,7.3,337,256,12,69,40000000,,,Original Screenplay,50866635,69787702,Walt Disney Pictures
Unaccompanied Minors,43,PG,90,Adventure,08dec2006,2006,5.5,15,9,0,6,25000000,,,Original Screenplay,16655224,5293990,Warner Bros.
Blood Diamond,64,R,143,Action,08dec2006,2006,8.4,270,242,13,15,100000000,,,Original Screenplay,57377916,114029263,Warner Bros.
Charlotte's Web,68,G,97,Fantasy,15dec2006,2006,6.4,38,29,1,8,82500000,,,Based on Book/Short Story,82985708,61891924,Paramount Pictures
The Pursuit of Happyness,64,PG-13,117,Biography,15dec2006,2006,6.1,167,106,10,51,55000000,,,Based on Real Life Events,163566459,143510836,Sony Pictures
Breaking and Entering,56,R,120,Drama,15dec2006,2006,6.7,15,11,1,3,,,,Original Screenplay,930469,8044360,Weinstein Co.
Dreamgirls,76,PG-13,130,Drama,15dec2006,2006,7.3,207,149,23,35,75000000,44200000,,Based on Musical/Opera,103365956,51571724,Paramount Pictures
Home of the Brave,42,R,106,Action,15dec2006,2006,6.3,9,5,1,3,,,,Original Screenplay,51708,447912,MGM
Eragon,38,PG,104,Action,15dec2006,2006,3.3,242,69,16,157,100000000,,,Based on Book/Short Story,75030163,174457952,20th Century Fox
The Good German,49,R,105,Drama,15dec2006,2006,5.5,30,18,2,10,32000000,,,Based on Book/Short Story,1308696,4606212,Warner Bros.
Matthew Barney: No Restraint,59,,72,Documentary,20dec2006,2006,2.8,4,1,0,3,,,,Based on Real Life Events,16136,,IFC First Take
Letters from Iwo Jima,89,R,141,Drama,20dec2006,2006,8.199999999999999,195,168,8,19,13000000,,,Based on Real Life Events,13756082,54917146,Warner Bros.
The Painted Veil,69,PG-13,125,Drama,20dec2006,2006,8.5,87,79,3,5,19400000,,,Based on Book/Short Story,8060487,18462351,Warner Independent
We Are Marshall,53,PG,131,Drama,22dec2006,2006,8.300000000000001,98,86,2,10,,,,Based on Real Life Events,43545364,,Warner Bros.
The Good Shepherd,61,R,167,Drama,22dec2006,2006,6.7,132,88,16,28,,,,Based on Real Life Events,59952835,39527645,Universal
Children of Men,84,R,109,Adventure,25dec2006,2006,7.7,557,431,28,98,76000000,,,Based on Book/Short Story,35552383,34407368,Universal
Black Christmas,22,R,84,Thriller,25dec2006,2006,3.8,119,43,5,71,9000000,,,Remake,16273581,5237270,MGM
Factory Girl,45,Unrated,90,Biography,29dec2006,2006,6.2,24,15,4,5,7000000,,,Based on Real Life Events,1675241,1897391,MGM
Miss Potter,57,PG,92,Biography,29dec2006,2006,7.2,41,32,3,6,30000000,,,Based on Real Life Events,3005605,32072636,MGM
The Dead Girl,65,R,85,Drama,29dec2006,2006,7,16,12,1,3,3300000,,,Original Screenplay,19875,885416,First Look
AVP: Alien vs. Predator,29,PG-13,100,Action,13aug2004,2004,5.3,226,115,34,77,70000000,35000000,"AVP,Predator,Alien",Spin-Off,80282231,92262423,20th Century Fox
Agent Cody Banks,41,PG,102,Action,14mar2003,2003,5.9,32,19,3,10,25000000,25000000,Agent Cody Banks,Original Screenplay,47938330,10857484,MGM
Agent Cody Banks 2: Destination London,32,PG,100,Action,12mar2004,2004,4.9,15,5,5,5,26000000,,Agent Cody Banks,Original Screenplay,23630159,5188836,MGM
American Pie 2,43,Unrated,108,Comedy,10aug2001,2001,7,69,51,9,9,30000000,20000000,American Pie,Original Screenplay,145103595,142450000,Universal
American Wedding,43,Unrated,96,Comedy,01aug2003,2003,7.4,57,45,5,7,55000000,30000000,American Pie,Original Screenplay,104565114,126884089,Universal
Anacondas: The Hunt for the Blood Orchid,40,PG-13,97,Action,27aug2004,2004,5.2,30,16,2,12,25000000,,Anaconda,Original Screenplay,32238923,38753975,Sony Pictures
Analyze That,37,R,96,Comedy,06dec2002,2002,4.2,22,6,7,9,60000000,30000000,Analyze This,Original Screenplay,32130627,22872508,Warner Bros.
Are We There Yet?,27,PG,95,Adventure,21jan2005,2005,3.2,51,17,1,33,20000000,,Are We There Yet?,Original Screenplay,82674398,15244265,Sony Pictures
Around the World in 80 Days,49,PG,120,Action,16jun2004,2004,6.7,30,22,6,2,110000000,,Around the World in 80 Days,Remake,24008137,48170758,Walt Disney Pictures
Austin Powers in Goldmember,62,PG-13,94,Action,26jul2002,2002,6.6,127,84,24,19,63000000,50000000,Austin Powers,Original Screenplay,213307889,83347542,New Line
